PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
34829551,25382235,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"In the second pathway, SA is produced through the conversion of chorismate into isochorismate and then to SA.Rice responds to WBPH through the activation of oxidative and phenylpropanoid pathway enzymes, such as chorismate mutase (CM), phenylalanine ammonia lyase (PAL), chalcone synthase (CHS), superoxide dismutase (SOD), and catalase (CAT), which enhance lignification in cell walls and increase toughness of the cell wall.",,,,,,,
33677774,21485942,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"However, none of the genes has been cloned and characterized.BPH and WBPH are sympatric species occurring together in almost all rice ecologies (Horgan et al.).",,,,,,,
33401742,20705945,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"However, COI1 showed a significant difference only 2 h after WBPH inoculation (p = 0.05), and there was no significant difference after that.WBPH is a significant cause of biotic stress that seriously damage rice growth in Asia.",,,,,,,
34829551,25382402,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"Under circumstances of CM over-expression in rice plants, we examined the regulation of SA, PR1, PR2, antioxidants, and their related genes to determine whether WBPH infestation activates early defense signaling compounds in association with PR genes.",,,,,,,
34940154,25796233,2021,Insects,A New Mitochondrial Genome of Sogatella furcifera (Horváth) (Hemiptera: Delphacidae) and Mitogenome-Wide Investigation on Polymorphisms.,,"Phylogenetic analysis of 32 mitogenomes of Delphacidae including the three WBPH mitogenomes suggested that Delphacinae seems to be monophyletic and Sogatella species including WBPH are clearly formed as one clade.White-backed planthopper (WBPH), Sogatella furcifera (Horvath), is one of the major sap-sucking rice pests in East Asia.",,,,,,,
34940166,25796565,2021,Insects,"Insecticide Resistance Monitoring in Field Populations of the Whitebacked Planthopper Sogatella furcifera (Horvath) in China, 2019-2020.",,"In addition, increasing activities of EST have contributed to insect growth regulator resistance in S. furcifera.The WBPH has become increasingly damaging in rice producing areas in the Yangtze River region, which is the main paddy field in China.",,,,,,,
34943188,25817899,2021,Biology,"Biological Efficacy of Cochlioquinone-9, a Natural Plant Defense Compound for White-Backed Planthopper Control in Rice.",,"There was no difference on the 1st and 2nd day after inoculation with WBPH and cq-9-treated TN1 was taller on the 3rd day (Table 3).The relative expression level of plant defense-related genes oryza sativa flavanone 3-hydroxylase (OsF3H1), oryza sativa chorismate mutas (OsCM), OsWRKY45, and oryza sativa non-expressor of pathogenesis-related genes1 (OsNPR1) were compared following treatment with cq-9 and WBPH in Cheongcheong, CNDH3, and CNDH42-2, which are resistant to WBPH, and Nagdong, TN1 and CNDH45, which are susceptible to WBPH (Figure 4).",,,,,,,
33677774,21485915,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"No critical studies are available to understand rice resistance, common or otherwise, against these two planthoppers.Our studies aimed to understand the defense mechanisms in rice line RP2068 against BPH and WBPH through RNA sequencing analysis of a RIL line TR3RR derived from the cross TN1 (susceptible) and RP2068 (resistant) after infestation with BPH or WBPH.",,,,,,,
33401742,20706025,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"The newly identified WBPH resistance gene F3H can be used for the development of rice cultivars that are resistant against WBPH, which has a negative impact on rice.The following are available online at .",,,,,,,
34943188,25817852,2021,Biology,"Biological Efficacy of Cochlioquinone-9, a Natural Plant Defense Compound for White-Backed Planthopper Control in Rice.",,"The concentration of cq-9 separated from silica gel was 7.81 +- 0.29 ng/g in Cheongcheong, 5.43 +- 0.21 ng/g in Nagdong, and 9.67 +- 1.17 ng/g in TN1, which was the highest value in the order TN1, Cheongcheong, and Nagdong from the fresh weight of rice (Figure 1B).To investigate WBPH resistance to cq-9, bio-scoring values were evaluated at 1, 2, and 3 weeks after WBPH inoculation of Cheongcheong, Nagdong, and TN1 (Figure 2A).",,,,,,,
33677774,21486096,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Thus, it appears that the plant is responding to BPH infestation at a higher order of resistance reaction where it is attempting to shut down several of the metabolic pathways compared with the situation when it is infested with WBPH where far fewer genes are down-regulated (Fig. 3) and in a manner more akin to a compensatory or tolerance mode of resistance reaction.The role of micro RNA (miRNA) in modulation of BPH resistance in rice has become the focus of recent studies (Dai et al. ; Tan et al.).",,,,,,,
33836579,21960514,2021,Proceedings of the National Academy of Sciences of the United States of America,A class of independently evolved transcriptional repressors in plant RNA viruses facilitates viral infection and vector feeding.,,"Together with similar data from SBPH (SI Appendix, Fig. S21 E and F), these results demonstrate that interfering with the JA signaling pathway enhances insect vector feeding, resulting in a rapid breakdown of resistance against WBPH and SBPH.To further confirm the potential effects on insect resistance when the virus proteins directly block JA signaling through transcriptional repression of OsMYC3, we measured honeydew excretion on rice expressing the individual viral proteins.",,,,,,,
34943188,25817944,2021,Biology,"Biological Efficacy of Cochlioquinone-9, a Natural Plant Defense Compound for White-Backed Planthopper Control in Rice.",,"The function of NPR1 has been characterized in Arabidopsis, and rice NPR1 was recently identified.. OsNPR1 is associated with disease resistance insofar as it increases the susceptibility of herbivores and modulates resistance to WBPH.",,,,,,,
34299353,23464715,2021,International journal of molecular sciences,Cuticular Hydrocarbon Plasticity in Three Rice Planthopper Species.,,"In addition, the amount of C29 per insect in BPH also significantly decreased under 98% RH, while amounts of total n-alkanes and C29 significantly increased under 5% RH, compared with the control (65% RH).As SBPH and WBPH are polyphagous insects, the CHC profiles of the female and male adults, fifth-instar and second-instar nymphs fed on rice or wheat crops, were investigated.",,,,,,,
34829563,25383208,2021,"Antioxidants (Basel, Switzerland)",The Quantitative Trait Loci Mapping of Rice Plant and the Components of Its Extract Confirmed the Anti-Inflammatory and Platelet Aggregation Effects In Vitro and In Vivo.,,"OsCM is an important regulatory enzyme in synthesizing cq-9, and OsCM transgenic rice is highly resistant to WBPH.",,,,,,,
34829551,25382414,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"Overall, CM over-expression under WBPH stress seems to increase SA accumulation and the expression of PR1 and PR2.Another mechanism of the response of rice plants to WBPHs is based on oxidative enzymes and antioxidant regulation.",,,,,,,
34440027,23919952,2021,Biology,Cloning and Functional Verification of CYP408A3 and CYP6CS3 Related to Chlorpyrifos Resistance in the Sogatella furcifera (Horváth) (Hemiptera: Delphacidae).,,"To assess the expression levels associated with each treatment, the whole bodies of the post-injection nymphs were collected at 24 h, 48 h, and 72 h for total RNA extraction and to calculate the reduction of the transcription levels of the P450 genes by using the RT-qPCR method, as above.To evaluate the RNAi efficacy of the CYP408A3 and CYP6CS3 genes in the susceptibility of the WBPH to chlorpyrifos, the injected nymphs (after 48 h of injection) were fed over the rice seedlings, treated with an LC50 dose of chlorpyrifos, and the mortality was recorded at 72 h post-treatment.",,,,,,,
33677774,21485921,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Coupled with data obtained through pathway analysis involving these 27 genes, expression studies revealed common and differential response of rice RP2068 against BPH and WBPH.",,,,,,,
33677774,21486273,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"The Bioproject accession number for Molecular basis of differential resistance in rice line RP2068-18-3-5 against BPH and WBPH is PRJNA577384, and SRA experimental accession numbers are SRR10394603, SRR10394602, SRR10394598, SRR10394601, SRR10394600, SRR10394597, SRR10394599, SRR10394596 and SRR10394595.Not applicable since the study did not involve animals and humans.Not applicable as no data from any individual are used here.Authors declare that they have no competing of interests.",,,,,,,
33677774,21486159,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Such studies are not only important to dissect the plant responses to different insect pests but information derived from such studies are urgently required to consciously combine relevant resistance strategies against both the planthoppers for their effective management.Adults of both BPH and WBPH were collected from farmers' field in Nalgonda district of Telangana state, India, during 2014-2015 and separate colonies were established on TN1 rice in greenhouses at ABF, Hyderabad.",,,,,,,
33836579,21960370,2021,Proceedings of the National Academy of Sciences of the United States of America,A class of independently evolved transcriptional repressors in plant RNA viruses facilitates viral infection and vector feeding.,,"Rice black-streaked dwarf virus (RBSDV) and Southern rice black-streaked dwarf virus (SRBSDV) are closely related members of the genus Fijivirus (family Reoviridae), with a genome of 10 segments of double-stranded RNA (dsRNA), and which are transmitted in a persistent propagative manner by the small brown planthopper (SBPH, Laodelphax striatellus) and the white-backed planthopper (WBPH, Sogatella furcifera), respectively.",,,,,,,
33401742,20705931,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"Because the F3H overexpression in rice showed WBPH resistance, the F3H gene was selected.BLAST analysis of the WBPH resistance gene F3H showed a similar sequence to naringenin.",,,,,,,
33401742,20705901,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"Previous attempts to understand WBPH resistance in rice confirmed many important genes such as Wbph1, Wbph2, Wbph3, wbph4, Wbph5, Wbph6(t), Wbph7(t), and Wbph8(t).In South Korea, Cheongcheong is resistant to WBPH, but it is an indica type cultivar.",,,,,,,
33677774,21485975,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"In this study, we used F14 RILs derived from a cross between the rice breeding line RP2068-18-3-5 (RP2068; resistant to both BPH and WBPH), and TN1 (susceptible to both the planthoppers).",,,,,,,
33072154,19478464,2020,Frontiers in plant science,Potential of Platinum Standard Reference Genomes to Exploit Natural Variation in the Wild Relatives of Rice.,,"For the closely related O. officinalis complex species, monosomic alien addition lines (MAALs) and interspecific hybrids, with O. sativa as the recurrent parent, have been successfully produced to carry the following biotic stress-resistance traits: brown planthopper resistance, whitebacked planthopper, and bacterial blight resistances from O. officinalis, O. minuta, and O. latifolia, respectively.Despite the successes achieved by introgression from the O. officinalis complex, crossing O. sativa with more distant WRs is difficult and time-consuming, and can result in progeny depression or complete progeny sterility.",,,,,,,
32238850,17280965,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,BPH infestation has been reported to reduce the resistance of rice to WBPH and therefore improve the performance of WBPH on rice plants.,,,,,,,
32895423,18970168,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"Chlorophyll content was also reduced by 29% in wild-type plants and increased by 17% in OxF3H plants, between the first and last time points (Fig. 6D).We selected an appropriate gene, OsF3H, by using quantitative trait locus (QTL) data, after WBPH rice plant infestation.",,,,,,,
33022691,19340592,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,"These T65 plants tended to lose more biomass when infested by adults of both species at 25 C, despite greater egg-laying and presumably more feeding by adult BPH at 30 C.We estimated that BPH nymphs caused greater losses to plant biomass at 30 C compared to 25 C:particularly in IR22:despite often lower BPH biomass at 30 C. Meanwhile, WBPH nymphs caused a greater reduction in T65 biomass at 25 C. However, despite the considerably lower biomass of WBPH nymphs at 30 C, estimated reductions in the biomass of IR22 plants were similar (at 5-15 nymphs per plant) or higher (at 20-25 nymphs per plant) at 30 C compared to 25 C. Therefore, our results with adults and nymphs of both species consistently indicated that rice plants were more severely affected by planthoppers at the optimal temperatures for the varieties and not for the insects.",,,,,,,
33612910,20523104,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,IR22 is an indica rice variety that is susceptible to BPH and WBPH populations from South and Southeast Asia.,,,,,,,
32895423,18970189,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"To demonstrate whether the OsWRKY13 TF significantly regulated genes involved in other signal transduction pathways responsible for disease resistance, we analyzed its quantitative expression during WBPH stress in rice plants.",,,,,,,
32603337,18172825,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,"These results demonstrate a decoupling of temperature tolerances and development thresholds from other aspects of planthopper life history (e.g., survival rates, biomass accumulation, and feeding and developmental success) that might better determine crop damage potentials under varying temperatures.Temperature thresholds and nymph development rates may be similar between BPH and WBPH because they display similar molecular responses and tolerance mechanisms in coping with changing temperatures.",,,,,,,
33612910,20523212,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,Facilitation of WBPH feeding is associated with BPH-induced physical and biochemical changes to the rice plant.,,,,,,,
33329476,20253570,2020,Frontiers in microbiology,"Plant-Mediated Horizontal Transmission of Asaia Between White-Backed Planthoppers, Sogatella furcifera.",,"The infection status of Asaia in these two sub-colonies was checked monthly against 20 randomly selected females and males using PCR with diagnostic primers Asafor and Asarev that amplify 16S rRNA gene (Favia et al.,) (Supplementary Figure 1).To test transmission of Asaia from Asaia-infected WBPH to rice plants, a pair of newly emerged (<12 h) Asaia-infected WBPH adults, deprived of food for 1 h, were confined in a parafilm sachet (5 x 5 cm) attached to the leaf sheath of an Asaia-free tillering rice plant in a cage in the insectary and a total of 11 parafilm sachets were performed.",,,,,,,
32926594,19053533,2020,Pest management science,Status and outlook for acaricide and insecticide discovery.,,"69  In this context, and to minimize the likelihood of further evolution of resistance, sequential use of hexythiazox, clofentezine, and etoxazole to control mite populations should be avoided when implementing IRM strategies.Benzpyrimoxan (ISO provisionally approved, IRAC MoA not yet classified; Fig. 13) 70  is an extremely promising hopper insecticide with high nymphicidal activity against rice plant hoppers such as BPH (N. lugens) as well as whitebacked planthopper (S. furcifera), and a low impact on non-target organisms including pollinators and beneficial arthropods.Benzpyrimoxan is highly active, specifically against the nymphal stages, and demonstrates molting inhibition different from that of other existing insect growth regulators.",,,,,,,
32603337,18172876,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,"Our results indicate that, compared to WBPH, BPH is a more effective rice herbivore that performed well on japonica and indica rice varieties and on plants of two different ages.",,,,,,,
32238850,17280951,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Our results suggest that WBPH- or BPH-induced biosynthesis of PAs in rice seems to be shaped primarily by the specific profile of defense-related signals elicited by the herbivore and that PAs play a role in conferring the resistance to WBPH on rice.When attacked by herbivores, plants recognize herbivore-associated molecular patterns and danger-associated molecular patterns and activate multiple signaling pathways mainly mediated by mitogen-activated protein kinase (MAPK) cascades, jasmonic acid (JA), jasmonoyl-isoleucine (JA-Ile), salicylic acid (SA) and ethylene.The activated signaling pathways lead to the production of defensive compounds, which in turn enhance the resistance of plants to herbivores.Phenolamides (PAs), also known as phenylamides or hydroxycinnamic acids amides, are a large class of plant secondary metabolites.",,,,,,,
33022691,19340433,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,"We conducted a series of experiments with increasing densities of ovipositing females and developing nymphs on tropical and temperate rice varieties at 25, 30 and 35 C. Damage from planthoppers to the tropical variety was greater at 30 C compared to 25 C, despite faster plant growth rates at 30 C. Damage to the temperate variety from WBPH nymphs was greatest at 25 C. BPH nymphs gained greater biomass at 25 C than at 30 C despite faster development at the higher temperature (temperature-size rule); however, the effect was apparent only at high nymph densities.",,,,,,,
32895423,18969937,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,Overexpression of OsF3H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa,,,,,,,
32853293,18861580,2020,PloS one,Changes in reflectance of rice seedlings during planthopper feeding as detected by digital camera: Potential applications for high-throughput phenotyping.,,"The japonica variety Asiminori also has resistance to whitebacked planthopper through an ovicidal response, likely associated with an Ovc gene.",,,,,,,
32238850,17281019,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Further research is needed to elucidate this issue.In summary, rice PAs respond differently to WBPH gravid female infestation, WBPH nymph infestation and BPH gravid female infestation, probably because these herbivore infestations induced different profiles of defense-related signals.",,,,,,,
32895423,18969986,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"Here, we evaluated the roles of WARKY13, JA, anthocyanin, Kr, and Qu in the OxF3H rice strain, during stress induced by WBPH.The Cheongcheong cultivar was provided by the Plant Molecular Breeding lab, Kyungpook National University, and was used for RNA isolation and OsF3H gene amplification.",,,,,,,
32238850,17281014,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Taken together, these findings demonstrate that PAs enhance the resistance of rice to WBPH.Previous investigations have found that BPH infestation can improve the performance of WBPH, including enhancing WBPH survival rates and feeding amounts.",,,,,,,
33612910,20523081,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,Simulated life tables for planthoppers at 25 and 30 C depicted significantly lower offspring numbers on rice infested by WBPH alone and from mixed BPH-WBPH infestations than from infestations by BPH alone.Our results indicate how interference competition:mediated through host plant defences:can increase ecosystem resilience to the warmer temperatures predicted under global climate change.A free Plain Language Summary can be found within the Supporting Information of this article.A free Plain Language Summary can be found within the Supporting Information of this article.,,,,,,,
32853293,18861575,2020,PloS one,Changes in reflectance of rice seedlings during planthopper feeding as detected by digital camera: Potential applications for high-throughput phenotyping.,,"Previous screening studies have indicated that the Laguna brown planthopper population is virulent against the Bph1, bph2, Bph18, BPH25, and BPH26 genes for resistance and the Laguna whitebacked planthopper population is virulent against the Wbph1 and Wbph2 genes for resistance.We used 39 rice varieties in our experiments, including TN1 which was used as a susceptible control and natal host (i.e., the plant host on which test colonies were maintained).",,,,,,,
33022691,19340465,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,IR22 is an indica rice variety that is susceptible to BPH and WBPH populations from South and Southeast Asia (moderately susceptible to populations from Bangladesh and Indonesia:).,,,,,,,
32933469,19073837,2020,BMC genomics,Transcriptome response comparison between vector and non-vector aphids after feeding on virus-infected wheat plants.,,Southern rice black-streaked dwarf virus (SRBSDV) infection activated the immune regulatory systems of the white-backed planthopper (WBPH).,,,,,,,
33066559,19460571,2020,Vaccines,Multiple Genome Wide Association Mapping Models Identify Quantitative Trait Nucleotides for Brown Planthopper (Nilaparvata lugens) Resistance in MAGIC Indica Population of Rice.,,"To date, about 38 Bph, 14 White-backed brown planthopper (WBph), 34 Small brown planthopper (SBph) resistance genes and about 100 quantitative trait locus (QTLs) were identified from indica sps., and other wild species of rice.",,,,,,,
32926594,19053494,2020,Pest management science,Status and outlook for acaricide and insecticide discovery.,,"Triflumezopyrim is active against susceptible and neonicotinoid-resistant hopper species in Asia such as the rice BPH and whitebacked planthopper (Sogatella furcifera).Given the rapid and prolonged nAChR inhibitory action, it was hypothesized that mesoionic insecticides such as triflumezopyrim induce a shift in the nAChR state from 'closed/resting' to 'desensitized"", as shown in Fig.",,,,,,,
32238850,17281026,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Plants were used for experiments 4-5 days after transplanting.WBPH and BPH colonies were originally obtained from rice fields in Hangzhou, China, and maintained on rice seedlings of TN1, a variety susceptible to WBPH and BPH, in a controlled climate room that was maintained at 26 +- 2  C, 12 h photophase and 80% relative humidity.For WBPH treatment, plants (one per pot) were individually infested with 20 WBPH third-instar nymphs (NP) or 15 WBPH gravid females (GF); plants and insects were confined in glass cages (diameter, 4 cm; height, 8 cm; with 48 small holes).",,,,,,,
33171821,19766851,2020,Biology,"Antimicrobial Activity of Chrysoeriol 7 and Chochlioquinone 9, White-Backed Planthopper-Resistant Compounds, Against Rice Pathogenic Strains.",,"Migratory insects also cause major problems in Asia, especially Laodelphax striatellus Fallen (the small brown planthopper, SBPH), Nilaparvata lugens (the brown planthopper, BPH) and Sogatella furcifera Horvath (the white-backed planthopper, WBPH), which are well known for causing serious damage in south and east Asia.Since the high-yield rice variety began to replace existing Japonica-type varieties in the Green Revolution of the 1960s, the WBPH and BPH have been the major pests causing damage to rice farms in the early summer every year from the tropical climatic regions in southern China to Korea, Japan and central China.",,,,,,,
32895423,18969939,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"Here, we developed a WBPH-resistant rice cultivar by overexpressing the OsF3H gene.",,,,,,,
32238850,17281005,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Interestingly, we also observed that WBPH and BPH gravid females induced PAs differently (Fig. 4): BPH infestation reduced levels of 4 PAs in rice sheaths, whereas these were induced by WBPH infestation, and one of these 4 PAs, FerPut, was toxic to WBPH; in addition, levels of 3 BPH-induced PAs - CinPut, DiferSpe and CouAgm - were generally lower than those induced by WBPH (Fig. 3).",,,,,,,
32238850,17280990,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"BPH gravid female infestation clearly influences the production of PAs in rice differently from WBPH gravid female infestation.As two PAs have been reported to reduce the survival of BPH female adults, we investigated if some of the induced PAs also negatively influenced the survival of WBPH.",,,,,,,
32895423,18970115,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"These data predict that overexpression of the OsF3H gene might lead to the expression of downstream genes related to dihydroflavonols (OsFLS) and anthocyanins (OsDFR), which facilitate WBPH defense in rice.",,,,,,,
33171821,19766838,2020,Biology,"Antimicrobial Activity of Chrysoeriol 7 and Chochlioquinone 9, White-Backed Planthopper-Resistant Compounds, Against Rice Pathogenic Strains.",,"Chrysoeriol and cochlioquinone, two flavonoids, act as an antibacterial and antioxidant, and increase the resistance of rice to the white-backed planthopper (WBPH).",,,,,,,
32895423,18970208,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"Our results showed that Kr and Qu accumulated in rice seedlings, parallel with OsF3H and OsFLS expression under WBPH induced stress, as previously reported.",,,,,,,
33612910,20523099,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,We discuss our results in light of the role of induced defences in determining herbivore and disease pressures on plants.We used BPH and WBPH from colonies maintained at the International Rice Research Institute (IRRI) in the Philippines.,,,,,,,
32603337,18172660,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,"For example, the lower and upper temperature tolerances for adult female BPH have been estimated at 8-16 C and 36-41 C, respectively, and upper temperature tolerances of WBPH and SBPH were estimated as 37-41 C and ~40-41 C, respectively (Table 1).BPH and WBPH are frequently the most abundant arthropod species in rice fields of South and Southeast Asia.",,,,,,,
32603337,18172695,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,IR22 is a relatively modern (1969) indica rice variety that is susceptible to BPH and WBPH populations from South and Southeast Asia (moderately susceptible to populations from Bangladesh and Indonesia).,,,,,,,
32603337,18172864,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,"We expect that the patterns we observed will be largely maintained where temperatures fluctuate about the temperatures that we used in our experiments; however, we suggest that future studies might build on our results using fluctuating temperatures and humidity in environmental chambers, or by evaluating temperature effects in field cages.Previous research has indicated that rice is more tolerant to damage (i.e., able to compensate for lost tissues) from WBPH than from BPH, and that rice sometimes overcompensates for damage from WBPH by increasing grain production.",,,,,,,
32853293,18861559,2020,PloS one,Changes in reflectance of rice seedlings during planthopper feeding as detected by digital camera: Potential applications for high-throughput phenotyping.,,"The whitebacked planthopper is an emerging pest in Asia, largely due to the widespread adoption of hybrid rice varieties with cytoplasmic male-sterile (CMS) lineages.",,,,,,,
33612910,20523211,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,"Because planthoppers oviposit within relatively localised areas near the base of the rice stem (Cheng et al., 2001) and because BPH females will oviposit during darkness, whereas WBPH females do not (Horgan, et al., 2016), we suggest that this was mainly due to competition for stem space.Facilitation by BPH also improved WBPH nymph performance at 30 C. However, in contrast to the facilitation of WBPH oviposition, the facilitation of nymphs was most apparent where BPH densities were high (Figure 4E-H; Figure S1W,X).",,,,,,,
32895423,18969947,2020,Scientific reports,Overexpression of OsF(3)H modulates WBPH stress by alteration of phenylpropanoid pathway at a transcriptomic and metabolomic level in Oryza sativa.,,"Collectively, our result suggested that OsF3H overexpression led to the up-regulation of defense related genes and enhanced rice resistance to WBPH infestation.Rice (Oryza sativa L.) is an important food staple for 50% of the world's population, with particular importance in Asia.",,,,,,,
33009432,19305700,2020,Scientific reports,"Cry1C rice doesn't affect the ecological fitness of rice brown planthopper, Nilaparvata lugens either under RDV stress or not.",,"Ecological fitness of non-vector BPH and white-backed rice planthopper (WBPH) Sogatella furcifera (Hemiptera: Delphacidae) were improved on rice plants infected with rice black streak dwarf virus (RBSDV), which is transmitted by small BPH, Laodelphax striatellus (Hemiptera: Delphacidae).",,,,,,,
33612910,20523079,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,"However, the indirect impacts of rising temperatures on herbivores, mediated through interactions with their biotic environment, could dampen these effects.Using a series of reciprocal density experiments with gravid females and developing nymphs, we examined interspecific competition between two coexisting phloem feeders Nilaparvata lugens (BPH) and Sogatella furcifera (WBPH), on rice at 25 and 30 C.WBPH performed better (i.e. adults survived longer, nymphs developed faster and grew larger) at 25 C and BPH (i.e. nymphs developed faster) at 30 C. However, contrary to predictions, WBPH had a greater effect in reducing oviposition and nymph performance in BPH at 30 C.A decoupling of resource use by WBPH and its antagonistic effects on BPH at the higher temperature suggests that WBPH feeding induces host defences that reduce BPH fitness (i.e. interference competition).",,,,,,,
32238850,17280963,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Infestation of rice by insect herbivores, including white-backed planthopper (WBPH) Sogatella furcifera and BPH, changes levels of a variety of defense-related phytohormones, including JA, JA-Ile, SA and ethylene.",,,,,,,
